data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2020-04-27T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,201,23,224,1483,1707,25,101,1881,407,,,3995,33152,20199,,,,,,,,,,
2020-04-28T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,182,22,204,1361,1565,-142,30,2048,412,,,4025,33839,20539,,,,,,,,,,
2020-04-29T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,165,22,187,1276,1463,-102,44,2190,416,,,4069,35008,20944,,,,,,,,,,
2020-04-30T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,158,21,179,1191,1370,-93,47,2328,418,,,4116,36534,21622,,,,,,,,,,
2020-05-01T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,146,19,165,1128,1293,-77,16,2416,423,,,4132,37838,22602,,,,,,,,,,
2020-05-02T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,138,19,157,1125,1282,-11,49,2474,425,,,4181,39579,23380,,,,,,,,,,
2020-05-03T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,136,17,153,1094,1247,-35,66,2571,429,,,4247,41095,24085,,,,,,,,,,
2020-05-04T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,135,17,152,1013,1165,-82,11,2663,430,,,4258,42061,24500,,,,,,,,,,
2020-05-05T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,126,15,141,900,1041,-124,3,2787,433,,,4261,42870,25137,,,,,,,,,,
2020-05-06T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,116,13,129,853,982,-59,19,2861,437,,,4280,44719,26161,,,,,,,,,,
2020-05-07T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,99,11,110,800,910,-72,3,2935,438,,,4283,46500,28486,,,,,,,,,,
2020-05-08T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,94,11,105,767,872,-38,2,2975,438,,,4285,48220,29188,,,,,,,,,,
2020-05-09T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,87,10,97,733,830,-42,7,3024,438,,,4292,50278,30354,,,,,,,,,,
2020-05-10T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,82,10,92,694,786,-44,3,3068,441,,,4295,52039,30808,,,,,,,,,,
2020-05-11T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,84,11,95,640,735,-51,2,3119,443,,,4297,53398,31970,,,,,,,,,,
2020-05-12T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,80,9,89,578,667,-68,6,3191,445,,,4303,55334,33082,,,,,,,,,,
2020-05-13T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,76,9,85,488,573,-94,9,3293,446,,,4312,57997,34662,,,,,,,,,,
2020-05-14T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,66,9,75,430,505,-68,3,3362,448,,,4315,60843,36359,,,,,,,,,,
2020-05-15T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,53,9,62,344,406,-99,3,3461,451,,,4318,63700,38273,,,,,,,,,,
2020-05-16T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,44,8,52,293,345,-61,8,3528,453,,,4326,65383,39613,,,,,,,,,,
2020-05-17T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,41,8,49,252,301,-44,12,3584,453,,,4338,69659,41383,,,,,,,,,,
2020-05-18T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,41,8,49,199,248,-53,13,3650,453,,,4351,70173,41383,pd-IT-0018,,,,,,,,,
2020-05-19T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,42,8,50,154,204,-44,7,3699,455,,,4358,70691,42125,,,,,,,,,,
2020-05-20T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,39,6,45,81,126,-78,10,3787,455,,,4368,72031,42140,,,,,,,,,,
2020-05-21T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,40,6,46,20,66,-60,10,3857,455,,,4378,73849,42954,,,,,,,,,,
2020-05-22T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,32,4,36,571,607,541,10,3326,455,,,4388,76001,43885,,,,,,,,,,
2020-05-23T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,28,4,32,533,565,-42,7,3374,456,,,4395,78185,45304,,,,,,,,,,
2020-05-24T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,27,4,31,504,535,-30,9,3412,457,,,4404,79788,45860,,,,,,,,,,
2020-05-25T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,27,4,31,486,517,-18,1,3430,458,,,4405,80454,45531,,,,,,,,,,
2020-05-26T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,24,3,27,486,513,-4,10,3441,461,,,4415,81149,45926,,,,,,,,,,
2020-05-27T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,19,2,21,456,477,-36,7,3483,462,,,4422,82269,46350,,,,,,,,,,
2020-05-28T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,17,3,20,438,458,-19,3,3505,462,,,4425,83018,46735,,,,,,,,,,
2020-05-29T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,16,3,19,391,410,-48,3,3556,462,,,4428,84805,47349,,,,,,,,,,
2020-05-30T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,13,3,16,350,366,-44,1,3601,462,,,4429,86565,47908,,,,,,,,,,
2020-05-31T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,13,3,16,288,304,-62,1,3664,462,,,4430,88558,48665,,,,,,,,,,
2020-06-01T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,14,3,17,276,293,-11,2,3677,462,,,4432,89235,48853,,,,,,,,,,
2020-06-02T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,14,2,16,267,283,-10,0,3686,463,,,4432,89787,49173,,,,,,,,,,
2020-06-03T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,15,2,17,205,222,-61,1,3748,463,,,4433,91021,49626,,,,,,,,,,
2020-06-04T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,14,1,15,192,207,-15,0,3762,464,,,4433,91631,49920,,,,,,,,,,
2020-06-05T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,8,1,9,114,123,-84,0,3846,464,,,4433,92916,50312,,,,,,,,,,
2020-06-06T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,6,1,7,97,104,-19,1,3866,464,,,4434,94159,50758,,,,,,,,,,
2020-06-07T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,6,1,7,75,82,-22,1,3889,464,,,4435,95638,51385,,,,,,,,,,
2020-06-08T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,7,1,8,73,81,-1,1,3891,464,,,4436,95825,51453,,,,,,,,,,
2020-06-09T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,6,1,7,74,81,0,3,3894,464,,,4439,96527,51934,,,,,,,,,,
2020-06-10T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,6,1,7,73,80,-1,0,3895,464,,,4439,97739,52412,,,,,,,,,,
2020-06-11T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,5,1,6,65,71,-9,2,3906,464,,,4441,98969,52795,,,,,,,,,,
2020-06-12T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,5,1,6,62,68,-3,2,3911,464,,,4443,100400,53453,,,,,,,,,,
2020-06-13T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,5,1,6,64,70,2,3,3912,464,,,4446,102138,54175,,,,,,,,,,
2020-06-14T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,5,1,6,60,66,-4,1,3917,464,,,4447,103910,55054,,,,,,,,,,
2020-06-15T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,5,0,5,61,66,0,1,3917,465,,,4448,104306,55322,,,,,,,,,,
2020-06-16T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,2,0,2,62,64,-2,0,3919,465,,,4448,104696,55530,,,,,,,,,,
2020-06-17T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,2,0,2,56,58,-6,1,3926,465,,,4449,105841,56032,,,,,,,,,,
2020-06-18T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,2,0,2,57,59,1,8,3933,465,,,4457,107366,56609,,,,,,,,,,
2020-06-19T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,2,0,2,54,56,-3,1,3936,466,,,4458,108564,57050,,,,,,,,,,
2020-06-20T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,1,0,1,50,51,-5,0,3941,466,,,4458,110268,57678,,,,,,,,,,
2020-06-21T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,0,0,0,53,53,2,5,3944,466,,,4463,111714,58345,,,,,,,,,,
2020-06-22T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,0,0,0,53,53,0,1,3945,466,,,4464,112483,58794,,,,,,,,,,
2020-06-23T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,0,0,0,51,51,-2,1,3948,466,,,4465,113091,59170,,,,,,,,,,
2020-06-24T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,0,0,0,52,52,1,0,4395,405,,,4852,114496,59700,dc-IT-0070,,,,,,,,,
2020-06-25T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,1,0,1,51,52,0,3,4398,405,3374,1481,4855,115938,60448,,,,,,,,,,
2020-06-26T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,1,0,1,51,52,0,4,4402,405,3375,1484,4859,117401,60783,,,,,,,,,,
2020-06-27T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,2,0,2,49,51,-1,1,4404,405,3375,1485,4860,119039,61511,,,,,,,,,,
2020-06-28T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,2,0,2,52,54,3,3,4404,405,3378,1485,4863,120065,62021,,,,,,,,,,
2020-06-29T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,1,0,1,52,53,-1,0,4405,405,3378,1485,4863,120168,62092,,,,,,,,,,
2020-06-30T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,1,0,1,49,50,-3,0,4408,405,3378,1485,4863,121315,62918,,,,,,,,,,
2020-07-01T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,1,0,1,46,47,-3,1,4412,405,3378,1486,4864,122574,63299,,,,,,,,,,
2020-07-02T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,1,0,1,45,46,-1,1,4414,405,3379,1486,4865,123864,63787,,,,,,,,,,
2020-07-03T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,2,0,2,44,46,0,6,4420,405,3380,1491,4871,125206,64218,,,,,,,,,,
2020-07-04T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,2,0,2,46,48,2,2,4420,405,3380,1493,4873,126689,64691,,,,,,,,,,
2020-07-05T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,2,0,2,40,42,-6,0,4426,405,3380,1493,4873,127886,65033,,,,,,,,,,
2020-07-06T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,3,0,3,34,37,-5,0,4431,405,3380,1493,4873,128029,65130,,,,,,,,,,
2020-07-07T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,3,0,3,37,40,3,3,4431,405,3380,1496,4876,128597,65442,,,,,,,,,,
2020-07-08T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,3,0,3,34,37,-3,0,4434,405,3380,1496,4876,129180,65705,,,,,,,,,,
2020-07-09T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,1,0,1,32,33,-4,0,4438,405,3380,1496,4876,130754,66161,,,,,,,,,,
2020-07-10T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,1,0,1,26,27,-6,3,4447,405,3380,1499,4879,131980,66521,,,,,,,,,,
2020-07-11T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,2,0,2,26,28,1,2,4448,405,3381,1500,4881,132803,66741,,,,,,,,,,
2020-07-12T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,2,0,2,24,26,-2,0,4450,405,3381,1500,4881,134432,67162,,,,,,,,,,
2020-07-13T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,2,0,2,24,26,0,0,4450,405,3381,1500,4881,134529,67232,,,,,,,,,,
2020-07-14T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,2,0,2,24,26,0,0,4450,405,3381,1500,4881,134858,67405,,,,,,,,,,
2020-07-15T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,1,0,1,23,24,-2,0,4452,405,3381,1500,4881,135996,67776,,,,,,,,,,
2020-07-16T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,1,0,1,17,18,-6,0,4458,405,3381,1500,4881,137601,68068,,,,,,,,,,
2020-07-17T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,0,0,0,16,16,-2,0,4460,405,3381,1500,4881,138920,68352,,,,,,,,,,
2020-07-18T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,0,0,0,19,19,3,3,4460,405,3384,1500,4884,140283,68722,,,,,,,,,,
2020-07-19T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,0,0,0,16,16,-3,1,4464,405,3385,1500,4885,140877,68907,,,,,,,,,,
2020-07-20T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,1,0,1,19,20,4,4,4464,405,3387,1502,4889,141389,69051,,,,,,,,,,
2020-07-21T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,1,0,1,21,22,2,2,4464,405,3388,1503,4891,141824,69272,,,,,,,,,,
2020-07-22T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,2,0,2,39,41,19,20,4465,405,3389,1522,4911,142945,69570,,,,,,,,,,
2020-07-23T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,2,0,2,69,71,30,30,4465,405,3389,1552,4941,144277,70026,,,,,,,,,,
2020-07-24T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,2,0,2,85,87,16,16,4465,405,3390,1567,4957,145952,70520,,,,,,,,,,
2020-07-25T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,2,0,2,86,88,1,2,4466,405,3391,1568,4959,147418,70932,,,,,,,,,,
2020-07-26T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,1,0,1,92,93,5,6,4467,405,3391,1574,4965,148540,71268,,,,,,,,,,
2020-07-27T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,1,0,1,93,94,1,1,4467,405,3392,1574,4966,148644,71334,,,,,,,,,,
2020-07-28T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,1,0,1,93,94,0,0,4467,405,3392,1574,4966,149099,71558,,,,,,,,,,
2020-07-29T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,0,0,0,98,98,4,4,4467,405,3394,1576,4970,150606,71918,,,,,,,,,,
2020-07-30T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,0,0,0,101,101,3,3,4467,405,3394,1579,4973,151105,72141,,,,,,,,,,
2020-07-31T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,0,0,0,100,100,-1,2,4470,405,3394,1581,4975,153167,72464,,,,,,,,,,
2020-08-01T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,1,0,1,98,99,-1,0,4471,405,3394,1581,4975,154461,72811,,,,,,,,,,
2020-08-02T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,1,0,1,98,99,0,4,4475,405,3395,1584,4979,155400,73042,,,,,,,,,,
2020-08-03T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,3,0,3,97,100,1,2,4476,405,3396,1585,4981,155785,73149,,,,,,,,,,
2020-08-04T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,3,0,3,85,88,-12,2,4490,405,3397,1586,4983,156181,73352,,,,,,,,,,
2020-08-05T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,3,0,3,76,79,-9,1,4500,405,3397,1587,4984,157412,73665,,,,,,,,,,
2020-08-06T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,3,0,3,77,80,1,4,4503,405,3397,1591,4988,158888,74061,,,,,,,,,,
2020-08-07T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,5,0,5,77,82,2,4,4505,405,3399,1593,4992,160139,74347,,,,,,,,,,
2020-08-08T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,5,0,5,74,79,-3,1,4509,405,3399,1594,4993,161775,74756,,,,,,,,,,
2020-08-09T17:00:00,ITA,22,P.A._Trento,46.06893511,11.12123097,6,0,6,72,78,-1,2,4512,405,3399,1596,4995,162684,75038,,,,,,,,,,
